,url,supermarket,name,description,product_id
2362530,https://www.dia.es/compra-online/cuidado-del-hogar-de-limpieza/hogar/p/269255,dia-es,LYSOL limpiador desinfectante de baño pistola 500 ml,,3f8207c9964368bd1c599c2ac296f36b
2362531,https://www.dia.es/compra-online/cuidado-del-hogar-de-limpieza/hogar/p/269275,dia-es,LYSOL limpiador desinfectante multiusos pistola 500 ml,,53d2ea5e9c72a549c4a512d522ce5fd9
2362532,https://www.dia.es/compra-online/cuidado-del-hogar-de-limpieza/hogar/p/269274,dia-es,LYSOL limpiador desinfectante cocinas pistola 500 ml,,e912b22d6eb472822f5651c9d1978f1c
2362533,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/1098,dia-es,DIA ambientador neutralizador aroma lavanda spray 300 ml,,6b856de8455126cfc4f712aea579dd09
2362534,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/72662,dia-es,OUST ambientador eliminador de olores frescor verde spray 300 ml,,b7df4a0256dd0a8370b6e869b3d414cb
2362535,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/161935,dia-es,DIA ambientador multiusos forest fruits 1 ud,,760b0ad8a3854c548c315d289f3cf9a5
2362536,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/104420,dia-es,DIA ambientador automático aroma lavanda recambio 250 ml,,8f8701cfbd7b9d2a6551ea51cad7b073
2362537,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/124876,dia-es,DIA ambientador automático aroma colonia infantil recambio 250 ml,,81fb12bdf0f51ad65b82deae5c821383
2362538,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/125995,dia-es,DIA ambientador neutralizador aroma frescor spray 300 ml,,1595812628fbb0e58c2e3f118353f762
2362539,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/139076,dia-es,AMBI PUR ambientador aroma brisa marina spray 300 ml,,bff87323fb0b4a28149f32c30f3580d8
2362540,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/139078,dia-es,AMBI PUR ambientador aroma flores elegantes spray 300 ml,,d32705234c4dc602664601dde40a22d3
2362541,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/150061,dia-es,DIA ambientador automático aroma floral recambio 250 ml,,34629ce068cec2963d3c5a86af85aa8c
2362542,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/150200,dia-es,DIA ambientador automático aroma frescor recambio 250 ml,,8cd9771d8073e5734c1f316486840ec0
2362543,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/162181,dia-es,DIA ambientador automático aparato 1 ud,,8596a0066f8276f701316613a974329f
2362544,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/164169,dia-es,DIA ambientador mini spray aroma zen recambio 2 uds,,968cd56cc3adde1d80d2e53faec5b1c8
2362545,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/164170,dia-es,DIA ambientador mini spray aroma frescor recambio 2 uds,,3e27fb5c7cd6e2ecd72b0a6050d618be
2362546,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/183350,dia-es,AMBIENT AIR ambientador mikado frutos rojos 50 ml,,160c9883f1ba3a140f28132e05ee7724
2362547,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/184077,dia-es,NATURAL FRAGANCES ambientador mikado frutos rojos 100 ml,,7700afbf739e668ffe4c6f050b9ed0cc
2362548,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/183386,dia-es,DIA ambientador neutralizador aroma zen spray 300 ml,,b761fb489e357fd3a84800e5059480ea
2362549,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/183385,dia-es,DIA ambientador neutralizante aroma colonia infantil spray 300 ml,,d9e74b98eda76e77d1ab440ae78415a1
2362550,https://www.dia.es/compra-online/cuidado-del-hogar/ambientadores/p/186645,dia-es,DIA ambientador neutralizador aroma vainilla spray 300 ml,,cc2a2187ee2d6c8071a3917699159af5
2362551,https://www.dia.es/compra-online/mascotas/perros/p/5134,dia-es,"ULTIMA alimento para perros mini bolsa 1,5 kg",,ed57afd2e91d3f7d98e332d61d4564d2
2362552,https://www.dia.es/compra-online/mascotas/perros/p/16111,dia-es,BON MENU alimento para perros receta tradicional bolsa 4 kg,,4b426bc694b829c237524603cec642df
2362553,https://www.dia.es/compra-online/mascotas/perros/p/46334,dia-es,AS alimento para perros menú mix completo y variado con buey bolsa 4 Kg,,72b672264715c0e5471a8c88f604b7f6
2362554,https://www.dia.es/compra-online/mascotas/perros/p/60021,dia-es,PEDIGREE snack perro dentastix bolsa 180 gr,,72d6231c28f3f1a30a22f396d3a54e9e
2362555,https://www.dia.es/compra-online/mascotas/perros/p/70381,dia-es,AS paté para perros con buey e hígado tarrina 300 gr,,49fef23de83124ef3994cd1c49c702b2
2362556,https://www.dia.es/compra-online/mascotas/perros/p/70294,dia-es,AS paté para perros rico en ave y con ternera tarro 300 gr,,e1a5317a16cb800f2bcd16278bedf273
2362557,https://www.dia.es/compra-online/mascotas/perros/p/102630,dia-es,AS alimento para perros senior bolsa 3 kg,,4605d828c77f4ffd8fe51f42146ed63d
2362558,https://www.dia.es/compra-online/mascotas/perros/p/109286,dia-es,AS paté para perros rico en cordero tarrina 300 gr,,95bd3a8f225d660669b31600dc0b8d3f
2362559,https://www.dia.es/compra-online/mascotas/perros/p/109287,dia-es,AS paté para perros rico en caza tarrina 300 gr,,df8fa769c2aa43ca7bc1081f1b5e832b
2362560,https://www.dia.es/compra-online/cuidado-del-hogar/calzado/p/152214,dia-es,KIWI fresh force limpiador de calzado bote 100 ml,,2c6f23e8c97842891e626ab138b14408
2362561,https://www.dia.es/compra-online/cuidado-del-hogar/calzado/p/156706,dia-es,BÚFALO Express crema autobrillante color marrón bote 50 ml,,c16518cc7eb56ad9317b59d4a48f666f
2362562,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/66337,dia-es,CUCAL insecticida concentrado cucarachicida spray 400 ml,,5d21a97cca263545b7b842a75bfd8248
2362563,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/161729,dia-es,BLOOM insecticida total multi insectos aerosol 400ml,,d2094a059f1659d2be768e242fc21acc
2362564,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/151851,dia-es,CARCOMIN insecticida spray 250 ml,,831035f8f456615e90790b18d64dc83c
2362565,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/64876,dia-es,"ZUM insectidida cucarachas, hormigas y arañas spray 300 ml",,9602c13fa9c6e2fffd38bf8384cca614
2362566,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/15664,dia-es,CASA JARDIN insecticida hogar perfume rosas spray 750 ml,,5fc04190e20365a4ed1ef171342d5e19
2362567,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/235944,dia-es,BLOOM repelente de mosquitos tropical spray 100 ml,,0736b5d48ed33ac507b63d131e7b363d
2362568,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/263924,dia-es,XTERMIN insecticida para el hogar spray 750 ml,,783c1b2a854697360786c984536fa2ee
2362569,https://www.dia.es/compra-online/cuidado-del-hogar/insecticidas/p/267810,dia-es,XTERMIN insecticida cucarachas y hormigas spray 400 ml,,254733d08a741365395a3da12383a3d3
2362574,https://www.dia.es/compra-online/mascotas/gatos/p/221211,dia-es,AS Selection alimento para gatos rico en pollo y arroz bolsa 800 gr,,fc033b20e134142e5602cc74d3b8c514
2362575,https://www.dia.es/compra-online/mascotas/gatos/p/234208,dia-es,ULTIMA Nature alimento para gatos adultos con pollo bolsa 1.25 Kg,,56cd803b421ed62f5ef86d0337cb9bf9
2362576,https://www.dia.es/compra-online/mascotas/gatos/p/172753,dia-es,ULTIMA alimento para gatos especial digestión delicada bolsa 1.5 Kg,,ccd15367ad8e46df9880339ca7178821
2362780,https://www.dia.es/compra-online/platos-preparados/nuestra-cocina-al-dia/p/265482,dia-es,DIA AL PUNTO Ensaladilla rusa bandeja 250 gr,,2b8d393e34b82963101169f3a9f07893
2362810,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/262663,dia-es,GARCIA MILLAN salmorejo fresco con aceite de oliva botella 1 lt,,78a4a0edc56cf19468c27ea443d0eed0
2362811,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/262642,dia-es,GARCIA MILLAN gazpacho fresco con aceite de oliva botella 1 lt,,e263e609f03df63ef0abc90c0d8bdece
2362812,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/263693,dia-es,GARCIA MILLAN salmorejo fresco con aceite de oliva botella 330 ml,,3b19fc2b5b6801847395c60336c3f3c3
2362813,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/263694,dia-es,GARCIA MILLAN gazpacho fresco con aceite de oliva botella 330 ml,,239b6e4d91090e150aaddd0473030a0d
2362814,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/262524,dia-es,DIA AL PUNTO gazpacho con almendras envase 1 lt,,88939eb5110410b6076d484443387ec7
2362815,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/272084,dia-es,DIA AL PUNTO gazpacho suave envase 330 ml,,9f8219d49dfc1560a0824b6e6f084da8
2362816,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/272082,dia-es,DIA AL PUNTO gazpacho fresco botella 330 ml,,f8b0e532c0b9d96b378ae072d046cb2d
2362817,https://www.dia.es/compra-online/platos-preparados/gazpachos-y-salmorejos/p/272083,dia-es,DIA AL PUNTO salmorejo fresco botella 330 ml,,4a042c71b70d1dbf92f98d9528c93081
2362913,https://www.dia.es/compra-online/al-dia/charcuteria-y-quesos/curados/p/58371,dia-es,DIA fuet envase 2 x 170 gr,,db88efd618ef9f4582d91a13d6f066cc
2363459,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/207234,dia-es,MARCILLA café molido descafeinado mezcla paquete 200 gr,,2d70ba1ec81a66090a60741afc7e68fa
2363460,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/207235,dia-es,MARCILLA café molido descafeinado natural gran aroma paquete 200 gr,,efe5a3c3f80b898355b048fff1c10d57
2363461,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/207714,dia-es,SAIMAZA café molido natural descafeinado paquete 250 gr,,fb310e979dfc7ad8fca8fd1625d73043
2363462,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/203923,dia-es,DIA café soluble crema frasco 100 gr,,8605cd482774bd0e03626bcd779d89a9
2363463,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/216520,dia-es,MARCILLA café molido mezcla gran aroma paquete 500 gr,,9e264c198b953ae986929c2dc235c64c
2363464,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/71014,dia-es,FORTALEZA café molido natural paquete 250 gr,,998073f07beeb7af194c65a04f38f12c
2363465,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/187581,dia-es,FORTALEZA café molido mezcla paquete 250 gr,,5072768fe7a0e1c262afcc3555b30e5c
2363466,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/219900,dia-es,MARCILLA café molido extra fuerte gran aroma paquete 250 gr,,b2027be1b3153f91eb30036fa0b33f80
2363467,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/76446,dia-es,NESCAFE Gold café cappuccino bote 250 gr,,919fd5a3f041d630702e5c8c8ec22552
2363468,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/218159,dia-es,DIA café molido natural paquete 2 x 250 gr,,f177c6f82956f78896c847db905c480d
2363469,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/1533,dia-es,DIA café cappuccino caja 10 sobres 125 gr,,8199b2f5e10d90b509459a43d1194eb1
2363470,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/225574,dia-es,TOSCAF café intenso selección paquete 250 gr,,80a309c4fc5e8f08dc4e09837a402254
2363471,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/225575,dia-es,TOSCAF café molido natural paquete 250 gr,,cf02ddc28cc78105398c5bb5bf768916
2363472,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/188395,dia-es,KAIKU Caffé latte light vaso 230 ml,,12c6e8d94b8b3e4bde0d4d49eade1ad8
2363473,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/189992,dia-es,KAIKU Caffé latte vainilla vaso 230 ml,,e8d167018152622e72267b2ade2196e0
2363481,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/mermeladas-miel-y-frutas-en-almibar/p/213266,dia-es,DIA DELICIOUS mermelada extra de tomate frasco 320 gr,,9d95594898d3a407ca2f63627bfd1726
2363609,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/250023,dia-es,DIA té chai estuche 25 bolsitas,,5f01867db2faf619d8e42fb4c5653bc8
2363610,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/248812,dia-es,DIA té rojo con un toque de ciruela y anís estuche 25 bolsitas,,041d3b96b3358d2517759cbd71fb132d
2363611,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/258430,dia-es,Infusión rooibos con frutas bolsa 40 gr,,6258296b0917e7ee2554e7f3bb340cb2
2363612,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/258431,dia-es,"Infusión de té verde, cola de caballo, naranja y canela bolsa 30 gr",,19b473ef80fd15be389a944599f94b5b
2363613,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/258428,dia-es,Infusión relajante bolsa 30 gr,,93f6bc30420be54e9b3491d6340d3cf7
2363614,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/268924,dia-es,HORNIMANS cúrcuma con té matcha estuche 20 bolsitas,,61a159432482cc068301f44fd7af8872
2363615,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/268925,dia-es,HORNIMANS infusión de arándanos estuche 20 bolsitas,,95798e35ab45cbb2bfe990fa6fdfd95c
2363616,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/228868,dia-es,YOGI TEA infusión dulces sueños estuche 12 bolsitas,,39bcc7cc5a7a4330d7e0587fc85e08c3
2363617,https://www.dia.es/compra-online/despensa/conservas/conservas-de-pescado/p/6721,dia-es,UBAGO filetes de caballa del sur en aceite de girasol lata 65 gr,,f1f5d8becc4dc62d306ab01e17ec9b87
2363634,https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/268897,dia-es,DIAMIR patata entera pequeña tarro 420 gr,,44fb67ee1a58be64dbd68be9807f922c
2363660,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/45244,dia-es,EL PAVO placas para canelones caja 125 gr,,de70e1bebe91d2d41568f7259cee5b17
2363661,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/50971,dia-es,DIA AL DIANTE fideo entrefino paquete 500 gr,,d26ad7a9ebfdfe97848fb2e261e7a7c5
2363662,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/50973,dia-es,DIA macarrones paquete 1 Kg,,1415e123df552a0a1b085fee46b22c10
2363663,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/51209,dia-es,DIA AL DIANTE pasta de lazos tricolor paquete 500 gr,,a9f87ebe4fc867a0d74cb03eb7781edf
2363664,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/52208,dia-es,DIA AL DIANTE espaguetis paquete 1 Kg,,ac727b1165f4f09579f5283f233645eb
2363821,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/12360,dia-es,DIA aceite de oliva virgen extra botella 750 ml,,d485a874fe87201faa4555c33fd8c466
2363822,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/12668,dia-es,DIA ALMAZARA DEL OLIVAR aceite de orujo de oliva botella 1 lt,,f38029ef3a95f80884173e8a9a677423
2363823,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/1548,dia-es,LA ESPAÑOLA aceite de oliva suave botella 1 lt,,3ff211392ba1900621af679577f3d515
2363824,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/101,dia-es,DIASOL aceite refinado de girasol botella 1 lt,,981735185a2afb717ea86533b1a7c717
2363825,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/104,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva suave botella 1 lt,,ed0ec45f873855c2a7ee310d0511665e
2363826,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/105,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva intenso botella 1 lt,,08055d952abccedf529e1420eb79dade
2363827,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/193,dia-es,KOIPE Sol aceite girasol botella 1 lt,,07558e8b9057172ba51950f5d260661d
2363828,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/49894,dia-es,DIASOL aceite refinado de girasol garrafa 5 lt,,30c3942337004894d0de2d5805918aa5
2363829,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/49895,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva suave garrafa 5 lt,,302619dbca19365c8b78228db751b323
2363830,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/57865,dia-es,HOJIBLANCA aceite de oliva virgen extra botella 1 lt,,9ae8f21dc4a87e6ba4022498fced6a41
2363831,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/216284,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen botella 1 lt,,9e6edc9fb8588e953a8177db9c5fa2c5
2363832,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/222206,dia-es,DIA ALMAZARA DEL OLIVAR aceite virgen extra picual botella 500 ml,,80271f63f8ad337a0047a525a179d00e
2363833,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/227121,dia-es,DIA LA ALMAZARA DEL OLIVAR aceite de oliva virgen garrafa 3 lt,,ffbcfa85da8287e5677b795de20b226c
2363834,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/222205,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra arbequina botella 500 ml,,6b1c453b1c8953829b52d28d43acd03f
2363835,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/266129,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra garrafa 3 lt,,b0b9988d7431eba953dc2735463e73b4
2363837,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/271046,dia-es,JAENCOOP aceite de oliva virgen extra primera cosecha botella 500 ml,,c0d15c86933d06093fce96e102418b95
2363838,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/270913,dia-es,BIO PARA TODOS aceite de coco frasco 225 ml,,278b17ca2e55b6509aa259582f83e0c8
2363839,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/100,dia-es,CARBONELL aceite de oliva suave botella 1 lt,,5523c8cbf4f618e89ba1bc5d8027bd86
2363840,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/272009,dia-es,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra hojiblanca botella 500 ml,,19730f561aa57beb7de2c4a77f5f3473
2364024,https://www.dia.es/compra-online/despensa/cocina-internacional/oriental/p/127112,dia-es,MAGGI pasta oriental yakisoba classic sobre 120 gr,,401db1f68710384d0a8de33dafc93f75
2364035,https://www.dia.es/compra-online/bebidas/bebidas-isotonicas-y-energeticas/p/141191,dia-es,MONSTER bebida energética absolutely zero lata 50 cl,,2f0b4574df91521f40d00477fd5a8b67
2364239,https://www.dia.es/compra-online/bodega/espumosos/p/54531,dia-es,GRAND ASTORIA cava brut botella 75 cl,,664d8be2bdcd4187cfae09aa0f41cbf5
2364748,https://www.dia.es/compra-online/bebe/panales/p/268410,dia-es,DIA PLANETA BEBE pañales 13-20 kgs talla L paquete 20 uds,,dc5ab0eab6f6079e9844a9403b7e9eca
2364749,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/152153,dia-es,LIMPIAMAS paño especial cristales paquete 1 ud,,a2e01bcdbd23de56d98cad94671ede32
2364750,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/165102,dia-es,SCOTCH BRITE estropajo classic verde paquete 3 uds,,7ecb7e096d058f29d181900d104541f9
2364751,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/151698,dia-es,SPONTEX frotaespon estropajo con esponja super absorbente bolsa 2 uds,,31911e13e09bf6510e05b75c8ce11ece
2364752,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/135256,dia-es,VILEDA bayeta suave amarilla máxima absorción 2 + 1 gratis,,2db5ac05f82368c0b73a908c0f435d25
2364753,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/154737,dia-es,MERY fregona 100 % microfibras bolsa 1 ud,,c78f6b64775ff43bfb4d8d619cf902ee
2364754,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/189101,dia-es,VIVE+ SALUDYVIDA propolis y jalea real + equinacea caja 12 viales,,09a56df13293f7100f1e3863189ef58f
2364755,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/219661,dia-es,VIVISIMA+ alcachofa con boldo caja 50 cápsulas,,c80bf84916688319e7515a0d0d929109
2364756,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/219664,dia-es,VIVISIMA+ carnitina más magnesio caja 40 cápsulas,,a4bd45ad1c46879b2cacb4c5e36ab5aa
2364757,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/219665,dia-es,VIVISIMA+ café verde + zinc y colina caja 40 cápsulas,,39c559b2452c2ad5dfe94e9042378945
2364758,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/224086,dia-es,NATUR TIERRA colesterol bote 30 cápsulas,,76bfe9ac140d83f33fb23d88360fc579
2364759,https://www.dia.es/compra-online/despensa/dieteticos/perdida-de-peso/p/145579,dia-es,VIVISIMA+ chitosan envase 50 capsulas,,24b3b7c27b9b5c4f6db9dfe9cab77fd7
2364760,https://www.dia.es/compra-online/despensa/dieteticos/perdida-de-peso/p/36984,dia-es,BICENTURY adelgasitel estuche 20 bolsitas,,aba0b05d76e39fda865ab1d9481d7599
2364761,https://www.dia.es/compra-online/despensa/dieteticos/perdida-de-peso/p/203121,dia-es,BICENTURY batido dietético de chocolate caja 5 batidos,,10116be9672b2bb465f10f06ce3d1fc9
2364762,https://www.dia.es/compra-online/congelados/helados/p/272241,dia-es,FRIGO helado spiderman stick caja 6 uds de 210 gr,,2875c87f35a9b3e0de88cc8e22e7eca9
2364763,https://www.dia.es/compra-online/congelados/helados/p/272239,dia-es,MAGNUM helado mini bombón doble gold caramelo caja 6 uds 282 gr,,7d19d0a62bd1fae49b8de6aec631f7e8
2364764,https://www.dia.es/compra-online/cuidado-personal/afeitado/p/102150,dia-es,BONTE maquinilla desechable 2 hojas cabezal basculante bolsa 10 uds,,a52c43ec7673768b6ebba448fd4c5814
