,title,price,retail_price,units_sold,uses_ad_boosts,rating_sold,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_id,product_url,product_id,listed_products,total_units_sold,mean_units_sold_per_product,rating_employee,merchant_ratings_count,mean_product_prices,mean_retail_prices,mean_product_ratings_count,discount_percentage,seller_reputation
18,Women Fashion Loose Lace Blouse Blouse V Neck Bat Sleeves T Shirt Hollow Out Tops Plus Grande Taille XS-8XL,7.0,6,50000,No,3.84,6742,3172.0,1352.0,971.0,490.0,757.0,No,Buena,No,"blouse,Women,lace t shirt,summer t-shirts,Lace,Sleeve,Women Blouse,loose shirt,Short Sleeve Blouses,Pure Color,Womens Blouse,Bat,lace shirts,Necks,Women's Fashion,Plus Size,loose t-shirt,Short Sleeve T-Shirt,Fashion,Tops,Shirt",white,XS,Livraison standard,2,No,31,50,CN,uniquelifashionshopbb657bfe91d211e598c7063a14dc88b5,86 % avis positifs ,10194,5652f4053a698c76dc9a3f37,https://www.wish.com/c/5c63a337d5e2ce4bbb3152cf,5c63a337d5e2ce4bbb3152cf,1,50000,50000.0,4.077,10194.0,7.0,6.0,6742.0,16.67,Buena
19,Robe tunique ample femme Robe d'été Robe en jean Robe chemise en jean Robe droite,12.0,11,1000,No,3.76,286,120.0,56.0,61.0,18.0,31.0,No,Buena,No,"Jeans,Fashion,tunic,Shirt,Summer,Dress,Denim,summer dress,denimjeansdres,short sleeves,casual dresses,Women's Fashion,Tunic dress,minishirtdres,Lines,mididre",blue,M.,Livraison standard,3,No,139,50,CN,soband,,342,5d45349676befe65691dcfbb,https://www.wish.com/c/5e0ae5ebc2efb76ccf0a3391,5e0ae5ebc2efb76ccf0a3391,1,1000,1000.0,3.681,342.0,12.0,11.0,286.0,9.09,Regular
20,Robe d'été décontractée à manches courtes pour femmes,11.0,84,100,Si,3.47,15,6.0,2.0,3.0,1.0,3.0,No,Buena,No,"slim dress,summer dress,womenshortsleevedre,Sleeve,Summer,Dress,slim,short sleeves,Women's Fashion,Shorts,boho dress,slimfitdre,Fashion,Casual",black,M,Livraison standard,2,No,36,50,CN,chenxiangjunjun,82 % avis positifs ,330,5d42980e8388970d32294ddc,https://www.wish.com/c/5e6f1fb7fe4a5bb4b8bf36e5,5e6f1fb7fe4a5bb4b8bf36e5,1,100,100.0,3.803,330.0,11.0,84.0,15.0,-86.9,Regular
21,"Femmes d'été, plus la taille décontractée lâche col en V à manches courtes imprimé floral Blouse Tops",5.78,22,5000,No,3.6,687,287.0,128.0,92.0,68.0,112.0,No,Buena,No,"blouse,Summer,Plus Size,Floral print,Necks,Sleeve,summer shirt,Loose,short sleeves,Casual,T Shirts,Shorts,Fashion,Floral,Women,Women's Fashion,Tops,printed",beige,S,Livraison standard,2,No,33,50,CN,luoweiclothe,85 % avis positifs ,5534,5ba2251b4315d12ebce873fa,https://www.wish.com/c/5ccfaf238a8d535cec2dfb47,5ccfaf238a8d535cec2dfb47,5,22000,4400.0,4.0,5534.0,8.36,25.2,930.0,-73.73,Regular
22,Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Robe Robe,11.0,26,1000,No,3.95,596,304.0,112.0,86.0,36.0,58.0,No,Buena,No,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,XXL,Livraison standard,2,No,33,50,CN,luoweiclothe,85 % avis positifs ,5534,5ba2251b4315d12ebce873fa,https://www.wish.com/c/5cde482084913617975abc02,5cde482084913617975abc02,5,22000,4400.0,4.0,5534.0,8.36,25.2,930.0,-57.69,Regular
23,Robe à bretelles lâche col en v pour femmes d'été Robe sans manches Robe en dentelle,7.0,26,10000,No,3.86,2092,1009.0,399.0,300.0,143.0,241.0,No,Buena,No,"Summer,Lace,Dress,Lace Dress,V-neck,Women's Fashion,Women Clothing,Sleeveless dress,sleeveless,summer dresses,women dress,loose dress,casual dress",white,S,Livraison standard,2,No,33,50,CN,luoweiclothe,85 % avis positifs ,5534,5ba2251b4315d12ebce873fa,https://www.wish.com/c/5cc5363ab90e2b5649a53b80,5cc5363ab90e2b5649a53b80,5,22000,4400.0,4.0,5534.0,8.36,25.2,930.0,-73.08,Regular
24,Femmes Casual manches courtes lâche plis hauts chemisier bouton T-shirt grande taille S-5XL,7.0,26,5000,No,3.59,677,288.0,101.0,119.0,62.0,107.0,No,Buena,No,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,Casual,Women's Fashion,Shorts,button,Tops & T-Shirts,Fashion,summer tops,Women",red,S,Livraison standard,2,No,33,50,CN,luoweiclothe,,5534,5ba2251b4315d12ebce873fa,https://www.wish.com/c/5cd6627aa116696ad5a74fe4,5cd6627aa116696ad5a74fe4,5,22000,4400.0,4.0,5534.0,8.36,25.2,930.0,-73.08,Regular
25,Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Robe Robe,11.0,26,1000,No,3.95,596,304.0,112.0,86.0,36.0,58.0,No,Buena,No,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,XXL,Livraison standard,2,No,33,50,CN,luoweiclothe,85 % avis positifs ,5534,5ba2251b4315d12ebce873fa,https://www.wish.com/c/5cde482084913617975abc02,5cde482084913617975abc02,5,22000,4400.0,4.0,5534.0,8.36,25.2,930.0,-57.69,Regular
26,Femmes Mode Été Lâche Sans Manches Poches Couleur Unie Maxi Dress Robe Décontractée Plus La Taille,5.79,5,1000,No,3.46,613,245.0,101.0,81.0,61.0,125.0,No,Buena,No,"Summer,Plus Size,long dress,plus size dress,Dress,Women's Fashion,maxi dress,Casual,beach dress,Sleeveless dress,summer dresses,women dress,Fashion,loose dress,sleeveless",grey,XXS,Livraison standard,2,No,25,50,CN,mayuhiao,84 % avis positifs ,9470,5952a218e81e8a4c30b5bbbc,https://www.wish.com/c/5cac5af68de7960d89e54fe0,5cac5af68de7960d89e54fe0,4,2200,550.0,3.957,9470.0,6.37,5.5,197.0,15.8,Regular
27,Pantalons courts de mode pour hommes d'été Pantalons Shorts amples pour hommes,8.0,7,1000,Si,2.75,127,29.0,17.0,19.0,17.0,45.0,No,Buena,No,"Summer,Shorts,Men's Fashion,pants,beachpant,Short pants,mens Trousers,Cargo pants,pantsformen,Fashion,Men's pants,trousersformen,Men Shorts,trousers,Men",claret,XXS,Livraison standard,3,No,25,50,CN,mayuhiao,84 % avis positifs ,9470,5952a218e81e8a4c30b5bbbc,https://www.wish.com/c/5e8c22c6e4ca5f4a4e5b2bbe,5e8c22c6e4ca5f4a4e5b2bbe,4,2200,550.0,3.957,9470.0,6.37,5.5,197.0,14.29,Regular
28,Mode féminine sans manches asymétrique Hippie Soul lettre imprimée robe longue sans manches été irrégulière ourlet double couche Maxi Dress Plus Size,5.84,5,100,No,4.04,24,12.0,7.0,2.0,0.0,3.0,No,Buena,No,"Summer,asymmetrical dress,hippie,long dress,Dress,Plus Size,summer dress,asymmetric,Women's Fashion,Sleeveless dress,boho dress,Midi Dress,sleeveless,t-shirt dress,women dress,printed,Fashion,loose dress,casual dress",green,XS,Livraison standard,1,No,25,50,CN,mayuhiao,84 % avis positifs ,9470,5952a218e81e8a4c30b5bbbc,https://www.wish.com/c/5eb10d32f12bf74120b0fd1e,5eb10d32f12bf74120b0fd1e,4,2200,550.0,3.957,9470.0,6.37,5.5,197.0,16.8,Regular
29,Mode féminine sans manches asymétrique Hippie Soul lettre imprimée robe longue sans manches été irrégulière ourlet double couche Maxi Dress Plus Size,5.84,5,100,No,4.04,24,12.0,7.0,2.0,0.0,3.0,No,Buena,No,"Summer,asymmetrical dress,hippie,long dress,Dress,Plus Size,summer dress,asymmetric,Women's Fashion,Sleeveless dress,boho dress,Midi Dress,sleeveless,t-shirt dress,women dress,printed,Fashion,loose dress,casual dress",green,XS,Livraison standard,1,No,25,50,CN,mayuhiao,84 % avis positifs ,9470,5952a218e81e8a4c30b5bbbc,https://www.wish.com/c/5eb10d32f12bf74120b0fd1e,5eb10d32f12bf74120b0fd1e,4,2200,550.0,3.957,9470.0,6.37,5.5,197.0,16.8,Regular
30,Été Sexy Femmes Mode Casual Lâche Tops Casual T-Shirt D'été Col En V Solide Couleur Plus La Taille À Manches Courtes Blouse,6.0,8,100,Si,3.31,13,3.0,4.0,3.0,0.0,3.0,No,Buena,No,"Summer,Plus Size,Cotton T Shirt,womens shirt,summer t-shirts,short sleeves,V-neck,T Shirts,Fashion,sexy,Casual,Women,blouse,Shorts,Sleeve,Pure Color,Women's Fashion,Pullovers,Tops",lightblue,XS,Livraison standard,2,No,40,50,CN,lanniesdesign,84 % avis positifs ,3515,56cd27b048e91e13aa3986e4,https://www.wish.com/c/5ec49d527d7044ccfa3f1c04,5ec49d527d7044ccfa3f1c04,2,200,100.0,3.984,3515.0,6.0,8.0,13.0,-25.0,Regular
31,Été Sexy Femmes Mode Casual Lâche Tops Casual T-Shirt D'été Col En V Solide Couleur Plus La Taille À Manches Courtes Blouse,6.0,8,100,Si,3.31,13,3.0,4.0,3.0,0.0,3.0,No,Buena,No,"Summer,Plus Size,Cotton T Shirt,womens shirt,summer t-shirts,short sleeves,V-neck,T Shirts,Fashion,sexy,Casual,Women,blouse,Shorts,Sleeve,Pure Color,Women's Fashion,Pullovers,Tops",lightblue,XS,Livraison standard,2,No,40,50,CN,lanniesdesign,84 % avis positifs ,3515,56cd27b048e91e13aa3986e4,https://www.wish.com/c/5ec49d527d7044ccfa3f1c04,5ec49d527d7044ccfa3f1c04,2,200,100.0,3.984,3515.0,6.0,8.0,13.0,-25.0,Regular
32,Shorts de causalité d'été de nouvelles femmes Pantalon court à cordon Pantalon court lâche,1.91,6,1000,Si,3.45,141,49.0,29.0,24.0,14.0,25.0,No,Buena,No,"Summer,Women,Shorts,pants,Loose,Short pants,drawstring,Causal",orange,XS,Envio Padrão,1,No,38,50,CN,easymarket,87% Feedback positivo ,557,5d3c419de4b65d4fb81e7286,https://www.wish.com/c/5e9da39dc737cf255eddd4bf,5e9da39dc737cf255eddd4bf,1,1000,1000.0,4.124,557.0,1.91,6.0,141.0,-68.17,Buena
33,"Mode féminine sans manches col profond croix sangle spaghetti couleur unie débardeur chemisier lâche plage gilet haut et chemisier été T-shirts décontractés, plus la taille",5.79,42,1000,No,3.32,121,36.0,24.0,23.0,19.0,19.0,No,Buena,No,"Summer,Vest,summer t-shirts,looseblouse,Cross,tank top,Spaghetti Strap,Sleeveless Shirt,Plus Size,topandblouse,deepneck,Spaghetti,Casual,Women Fashion,Women,blouse,Tank,Necks,Beach,Tops,beachvest,Women's Fashion,T Shirts,Fashion,sleeveless",red,S,Livraison standard,2,No,43,50,CN,molesfashion,83 % avis positifs ,5083,566eaa533a698c6442549a74,https://www.wish.com/c/5d1db3c0e2b5cc0f74e091af,5d1db3c0e2b5cc0f74e091af,4,12000,3000.0,3.947,5083.0,7.4,25.0,489.0,-86.21,Regular
34,"Mode féminine sans manches col profond croix sangle spaghetti couleur unie débardeur chemisier lâche plage gilet haut et chemisier été T-shirts décontractés, plus la taille",5.79,42,1000,No,3.32,121,36.0,24.0,23.0,19.0,19.0,No,Buena,No,"Summer,Vest,summer t-shirts,looseblouse,Cross,tank top,Spaghetti Strap,Sleeveless Shirt,Plus Size,topandblouse,deepneck,Spaghetti,Casual,Women Fashion,Women,blouse,Tank,Necks,Beach,Tops,beachvest,Women's Fashion,T Shirts,Fashion,sleeveless",red,S,Livraison standard,2,No,43,50,CN,molesfashion,83 % avis positifs ,5083,566eaa533a698c6442549a74,https://www.wish.com/c/5d1db3c0e2b5cc0f74e091af,5d1db3c0e2b5cc0f74e091af,4,12000,3000.0,3.947,5083.0,7.4,25.0,489.0,-86.21,Regular
35,2018 Women Fashion Fashion Stretchy Camisole Spaghetti Strap Long Débardeur Top Slip Mode d'été Mini Robe Floral 7 Couleurs TAILLE XXL,9.0,8,5000,No,3.68,856,358.0,169.0,147.0,64.0,118.0,No,Buena,No,"Summer,Strapless Dress,Fashion,Tank,Mini,Dress,Floral dress,Mini dress,2018fashion,Women's Fashion,Sleeveless dress,tank top,Women,Summer Fashion,women dress,bodycon,Spaghetti,Tops,Floral,casual dress",pink,M,Стандартная доставка,3,No,43,50,CN,molesfashion,83% положительных отзывов ,5083,566eaa533a698c6442549a74,https://www.wish.com/c/5ae9344787ff841c9ab69b79,5ae9344787ff841c9ab69b79,4,12000,3000.0,3.947,5083.0,7.4,25.0,489.0,12.5,Regular
36,2018 Women Fashion Fashion Stretchy Camisole Spaghetti Strap Long Débardeur Top Slip Mode d'été Mini Robe Floral 7 Couleurs TAILLE XXL,9.0,8,5000,No,3.68,856,358.0,169.0,147.0,64.0,118.0,No,Buena,No,"Summer,Strapless Dress,Fashion,Tank,Mini,Dress,Floral dress,Mini dress,2018fashion,Women's Fashion,Sleeveless dress,tank top,Women,Summer Fashion,women dress,bodycon,Spaghetti,Tops,Floral,casual dress",pink,M,Стандартная доставка,3,No,43,50,CN,molesfashion,83% положительных отзывов ,5083,566eaa533a698c6442549a74,https://www.wish.com/c/5ae9344787ff841c9ab69b79,5ae9344787ff841c9ab69b79,4,12000,3000.0,3.947,5083.0,7.4,25.0,489.0,12.5,Regular
37,2019 Summer Women's Fashion Nouvelle robe sans manches à pois à encolure en V et à bretelles en V sans dos Mini robes casual casual top,2.0,2,20000,Si,3.65,2457,984.0,481.0,459.0,206.0,327.0,No,Buena,No,"Summer,Fashion,Mini,Dress,Loose,Polkas,V-neck,Tops,Women's Fashion,black,polka dot,sleeveless,backless,Casual,Women Fashion",yellow,S,Livraison standard,1,No,36,50,CN,pentiumhorse,,55499,5926c5ace8ff5525241b368d,https://www.wish.com/c/5cc2ce18bc97595b6549fa14,5cc2ce18bc97595b6549fa14,7,96000,13714.0,4.139,55499.0,6.69,6.29,2250.0,0.0,Buena
38,2019 nouvelles femmes mode pantalon lâche taille haute neuvième pantalon pantalon décontracté,12.0,11,20000,Si,3.64,1711,702.0,339.0,272.0,144.0,254.0,No,Buena,No,"Summer,trousers,high waist,pants,Loose,Women's Fashion,Fashion,black,Women,Casual,Women Fashion,Waist",black,S,Livraison standard,3,No,36,50,CN,pentiumhorse,89 % avis positifs ,55499,5926c5ace8ff5525241b368d,https://www.wish.com/c/5cc40501e824b607860ec588,5cc40501e824b607860ec588,7,96000,13714.0,4.139,55499.0,6.69,6.29,2250.0,9.09,Buena
