ID,Location,Province_State
6.722744658964289,Netherlands,Gelderland
7.823935606807775,Netherlands,West Flanders
7.705302030041096,Netherlands,Bavaria
7.766771513976171,Netherlands,South Holland
,Germany,North Rhine-Westphalia
7.614000220659004,Netherlands,North Brabant
10.4828133245035,Netherlands,North Holland
7.5366292002172655,Netherlands,Baden-Württemberg
7.267360889307269,Netherlands,Gelderland
7.827015094971382,Belgium,Baden-Württemberg
6.375476360253584,Netherlands,North Brabant
9.370150806495207,Netherlands,Gelderland
9.17871583480858,Netherlands,North Holland
9.972278715962858,Netherlands,North Holland
6.701093560813082,Netherlands,South Holland
8.443678669391693,Netherlands,North Holland
7.295219991220067,Germany,Nordrhein-Westfalen
8.856705243599599,Belgium,Hesse
8.537351574435363,Netherlands,South Holland
8.540694796009877,Germany,East Flanders
9.180150103348424,Netherlands,North Brabant
,Netherlands,North Brabant
4.609211623755373,Germany,Hainaut
6.833682651093154,Germany,Nordrhein-Westfalen
8.299097053420637,Germany,Hesse
7.800133688363501,Netherlands,North Holland
8.636964325460623,Netherlands,Hainaut
,Netherlands,Baden-Württemberg
,Netherlands,West Flanders
7.42339429583058,Netherlands,North Brabant
6.642265436483829,Netherlands,Antwerp
9.780954080560983,Netherlands,North Holland
8.63259590685467,Germany,Hesse
8.396869385535327,Netherlands,South Holland
6.942257333529643,Netherlands,East Flanders
6.82415150977292,Netherlands,Antwerp
10.24923094450482,Netherlands,North Holland
7.840421139614458,Netherlands,North Brabant
7.519542019762355,Netherlands,Gelderland
7.60853625166034,Germany,Hesse
5.958132607775125,Netherlands,North Brabant
8.34791856150606,Germany,North Rhine-Westphalia
9.459793156653545,Belgium,Antwerp
7.671240592917411,Germany,Hainaut
6.614830643984458,Netherlands,Hainaut
8.76018879835541,Netherlands,South Holland
6.764245939082113,Netherlands,Gelderland
10.151578957059384,Netherlands,Saxony
7.194504792180965,Netherlands,Utrecht
10.557052825798197,Netherlands,North Holland
8.521422205815389,Netherlands,North Holland
7.285488249596991,Netherlands,North Brabant
7.21017867177896,Netherlands,Gelderland
5.254937924506123,Belgium,Saxony
9.493570302332946,Netherlands,Gelderland
8.880552251409659,Netherlands,North Holland
8.129931327676312,Netherlands,Hainaut
7.61810270980453,Germany,Nordrhein-Westfalen
7.674295509942817,Netherlands,North Holland
10.26544329089855,Netherlands,North Brabant
6.113013663282032,Germany,North Rhine-Westphalia
8.487845156840146,Netherlands,South Holland
6.41257024087554,Netherlands,North Holland
6.518126326016038,Netherlands,Liege
6.76328994031709,Germany,Hesse
5.396567979952346,Netherlands,North Holland
8.997058531600517,Netherlands,South Holland
6.277087932593142,Netherlands,North Rhine-Westphalia
8.64940611577688,Netherlands,North Brabant
8.827204050152657,Netherlands,North Brabant
8.644799838616516,Netherlands,Utrecht
9.249597776900446,Netherlands,Utrecht
7.722522075604313,Netherlands,Hainaut
6.455253069256344,Netherlands,Hesse
7.007269478992093,Netherlands,Gelderland
5.1235248594775165,Netherlands,Utrecht
8.300009399975956,Netherlands,Utrecht
11.007757675382395,Netherlands,North Brabant
8.029360784750118,Netherlands,Utrecht
8.161491240555584,Netherlands,Gelderland
6.478200036988294,Belgium,Saxony
9.361886581740617,Netherlands,North Brabant
8.746432966378032,Netherlands,North Holland
7.555862096547138,Netherlands,Utrecht
7.421562100124239,Netherlands,Utrecht
7.220873327384208,Netherlands,Bavaria
9.543545465074567,Netherlands,Utrecht
8.975784361687307,Netherlands,South Holland
9.048816931325025,Netherlands,Antwerp
8.821674820574628,Germany,Nordrhein-Westfalen
8.672149759291978,Netherlands,Gelderland
4.731483762580481,Netherlands,North Rhine-Westphalia
7.262432224900451,Netherlands,North Holland
10.344926327042511,Netherlands,Gelderland
10.495964325856413,Germany,Baden-Württemberg
11.208489030614288,Netherlands,North Brabant
3.542270935305636,Netherlands,North Holland
7.138790623885318,Netherlands,North Brabant
8.57827568583711,Germany,Liege
,Belgium,Baden-Württemberg
7.9892154118692575,Germany,Hainaut
10.953963073004571,Netherlands,South Holland
9.497998433850915,Germany,Saxony
7.970736275515234,Netherlands,South Holland
10.988029153551311,Germany,West Flanders
6.453969535447861,Germany,Nordrhein-Westfalen
8.905347216405596,Netherlands,North Holland
4.233015249170577,Netherlands,Antwerp
9.948968470642878,Germany,North Rhine-Westphalia
7.728090289183354,Netherlands,North Brabant
6.668092802512249,Netherlands,South Holland
6.582254290488709,Netherlands,North Holland
6.720171248262232,Netherlands,North Holland
,Netherlands,Utrecht
4.780977759221506,Netherlands,South Holland
8.584734853434357,Netherlands,North Holland
7.278684000454509,Netherlands,North Brabant
10.62528546156704,Netherlands,Utrecht
10.17912774822448,Netherlands,Gelderland
6.697013347641919,Netherlands,Hainaut
9.152269181264282,Netherlands,North Brabant
9.944072098330288,Netherlands,North Brabant
8.720387849851926,Netherlands,Utrecht
7.9726987346389,Germany,Bavaria
9.63936541487884,Netherlands,North Holland
6.0978969226442015,Netherlands,North Holland
8.52380188908478,Netherlands,North Brabant
8.584520960362918,Netherlands,South Holland
3.271669575882207,Netherlands,North Brabant
6.711985753069552,Netherlands,South Holland
8.856945816934608,Netherlands,West Flanders
9.628258989354553,Netherlands,North Rhine-Westphalia
7.472270253657023,Germany,Saxony
9.717699773433896,Germany,Hainaut
9.377512202204043,Netherlands,North Brabant
9.801068389851675,Netherlands,North Brabant
9.73286537943114,Netherlands,North Holland
10.103220256276805,Netherlands,Hainaut
5.8072881381856,Netherlands,Gelderland
5.9572152194692976,Netherlands,North Brabant
6.143322225809841,Netherlands,Utrecht
8.556293525029192,Netherlands,North Brabant
8.972385744889754,Germany,West Flanders
8.239721639562472,Germany,Hesse
9.849435679940656,Netherlands,Bavaria
7.723894587439179,Netherlands,Gelderland
9.0623579908427,Netherlands,South Holland
9.741513072910816,Netherlands,Utrecht
9.526579502389374,Netherlands,Gelderland
9.878676191048823,Germany,Antwerp
7.122190889578923,Netherlands,East Flanders
5.181262327014061,Netherlands,North Brabant
5.663056513051549,Netherlands,East Flanders
4.432841927910828,Netherlands,Utrecht
6.894242786247527,Germany,Nordrhein-Westfalen
9.028407890478086,Germany,East Flanders
9.661148588100351,Germany,North Rhine-Westphalia
10.2826851017816,Germany,Nordrhein-Westfalen
10.83251947211932,Germany,West Flanders
7.374286087779291,Netherlands,North Brabant
9.355987496373729,Netherlands,Antwerp
8.38248623516681,Netherlands,North Rhine-Westphalia
8.545536741256242,Netherlands,North Brabant
7.566314011053763,Netherlands,Utrecht
8.281899972077186,Netherlands,North Brabant
8.38810134611784,Belgium,Hainaut
2.7341053614473885,Netherlands,North Holland
8.026768750305664,Netherlands,North Brabant
8.784010706299584,Germany,North Rhine-Westphalia
10.211777520250807,Netherlands,Gelderland
6.836549249850179,Netherlands,North Brabant
9.098102390145495,Netherlands,East Flanders
0.8921131580649365,Netherlands,Gelderland
9.594962331680629,Netherlands,South Holland
5.569304589736046,Netherlands,South Holland
8.995785773196173,Netherlands,South Holland
8.921080716662413,Netherlands,Antwerp
18.949995988974564,Germany,Liege
7.910630899986765,Netherlands,Liege
9.162194031181135,Germany,West Flanders
8.154243835793716,Netherlands,North Rhine-Westphalia
9.162903644780164,Netherlands,Utrecht
9.6721753953555,Netherlands,South Holland
8.951704685166176,Netherlands,North Brabant
8.870144213092473,Netherlands,North Holland
7.99120476257539,Netherlands,North Holland
8.889088578561449,Netherlands,Utrecht
6.380337370923772,Germany,North Rhine-Westphalia
7.822667954297092,Netherlands,North Brabant
8.758308933985473,Belgium,Baden-Württemberg
7.036903380600744,Netherlands,Utrecht
7.797404176105234,Netherlands,South Holland
8.465867168042191,Netherlands,South Holland
10.57193195122173,Germany,North Rhine-Westphalia
6.67763222713255,Netherlands,North Brabant
9.997694020400855,Netherlands,North Holland
8.505022855679472,Netherlands,Utrecht
8.455945902856715,Belgium,Antwerp
10.388799587900186,Germany,Saxony
6.910439142386555,Netherlands,Gelderland
7.186699843786394,Netherlands,Utrecht
9.286446411444842,Netherlands,South Holland
4.592776751868704,Netherlands,South Holland
3.4050782721428523,Netherlands,North Brabant
5.844689035988621,Netherlands,North Brabant
8.40019052791076,Germany,Nordrhein-Westfalen
6.327634812850388,Netherlands,North Rhine-Westphalia
9.141106373013978,Netherlands,South Holland
9.73411430743223,Netherlands,Utrecht
10.981067659193592,Netherlands,North Holland
10.07576767763507,Belgium,Baden-Württemberg
8.778694455848628,Netherlands,North Holland
6.382877368955826,Netherlands,North Rhine-Westphalia
7.549643293304259,Belgium,North Rhine-Westphalia
8.355698813085665,Germany,Saxony
8.214555721616753,Netherlands,Utrecht
8.50643309026314,Netherlands,Gelderland
9.50650513399808,Netherlands,Gelderland
7.895174219048753,Netherlands,Gelderland
8.594540351548964,Netherlands,North Holland
10.238003038945054,Netherlands,Gelderland
7.783451366843074,Netherlands,North Holland
6.429082197063266,Netherlands,North Brabant
8.009430330113844,Germany,Baden-Württemberg
,Netherlands,North Holland
,Netherlands,Gelderland
10.02001779598765,Netherlands,Utrecht
7.039804001543798,Netherlands,North Holland
7.384140104749965,Germany,Liege
10.09034112009332,Germany,Hesse
6.032504332884053,Netherlands,Utrecht
9.127866051022735,Netherlands,Utrecht
9.453944079871365,Netherlands,North Holland
7.371755149815721,Netherlands,Utrecht
9.630492200163976,Germany,Nordrhein-Westfalen
10.348751631312172,Netherlands,Gelderland
9.003297482527072,Netherlands,North Holland
7.537138857078527,Netherlands,South Holland
8.759096241889601,Belgium,Liege
10.046237863847026,Netherlands,Gelderland
,Germany,Hainaut
8.585271488221581,Netherlands,North Brabant
8.754431838958263,Netherlands,North Brabant
10.064297456729616,Germany,West Flanders
9.227889496185448,Netherlands,South Holland
7.881967065576815,Belgium,North Rhine-Westphalia
9.136893623603587,Netherlands,North Holland
10.705807739252965,Netherlands,Hainaut
8.773940895282955,Germany,Hesse
8.963555678690437,Netherlands,North Rhine-Westphalia
8.567549631632847,Netherlands,North Holland
9.506983801491728,Netherlands,Bavaria
8.924698231523365,Netherlands,Bavaria
6.975893819397916,Netherlands,North Holland
27.706556901184456,Netherlands,Gelderland
9.194719542050896,Germany,Nordrhein-Westfalen
9.70205289544534,Belgium,Antwerp
,Netherlands,North Brabant
8.420454976366772,Netherlands,South Holland
10.199225283639445,Germany,West Flanders
7.538354467589883,Netherlands,South Holland
6.475112378328091,Germany,West Flanders
8.981262047467274,Netherlands,North Brabant
7.100927753443562,Belgium,East Flanders
8.138507173450218,Germany,Hainaut
8.073797701028514,Belgium,East Flanders
8.002272948722009,Netherlands,South Holland
8.676434867560447,Netherlands,North Rhine-Westphalia
9.915333344757284,Netherlands,North Brabant
7.001042913832542,Netherlands,South Holland
8.702879593401327,Netherlands,North Holland
8.735292660551256,Netherlands,Gelderland
7.337589620416413,Belgium,East Flanders
6.491929482335281,Netherlands,Gelderland
7.888069221501891,Belgium,Antwerp
6.498977296111797,Netherlands,North Holland
9.677874389286336,Netherlands,Utrecht
8.249703954223904,Netherlands,North Brabant
7.67540719632057,Netherlands,South Holland
6.936337976051153,Netherlands,North Holland
8.29734562872384,Netherlands,Liege
10.721606676247632,Netherlands,North Holland
10.564221643998172,Germany,Nordrhein-Westfalen
8.986678690688635,Belgium,West Flanders
4.304256325584467,Netherlands,North Brabant
8.646042971986073,Netherlands,Utrecht
6.801037443767452,Netherlands,Gelderland
9.03504208381066,Germany,Saxony
9.772961725453024,Netherlands,Gelderland
,Netherlands,North Brabant
7.102538523549322,Netherlands,North Holland
5.737520315893048,Netherlands,North Holland
7.994717962839056,Netherlands,North Brabant
7.716596060452981,Netherlands,Gelderland
3.927539850932306,Netherlands,Gelderland
7.251951073692605,Netherlands,North Brabant
8.95104809050765,Netherlands,Gelderland
8.628517177265497,Netherlands,Utrecht
8.571128188408442,Germany,Nordrhein-Westfalen
9.342291680047529,Germany,Antwerp
3.2644745989641524,Germany,Liege
8.083153093557844,Netherlands,Utrecht
10.248211921306709,Netherlands,North Brabant
8.29916365420481,Germany,Hesse
9.340639349979044,Netherlands,Utrecht
9.17065109052074,Belgium,Liege
8.517807704511954,Netherlands,North Holland
,Netherlands,Hesse
10.388277867306174,Netherlands,South Holland
8.30130837210979,Netherlands,North Brabant
7.917955513165777,Netherlands,Saxony
6.371899313123823,Netherlands,Utrecht
8.251157683435489,Netherlands,North Rhine-Westphalia
9.915825698396109,Netherlands,Gelderland
8.341333767841082,Netherlands,Gelderland
8.9625840098626,Netherlands,Gelderland
8.360332266850325,Netherlands,Gelderland
,Germany,Bavaria
8.265169756683465,Netherlands,Gelderland
8.506578343612984,Netherlands,South Holland
8.109764944535954,Germany,West Flanders
11.022449565395938,Belgium,Hainaut
8.184943929402358,Netherlands,North Holland
6.773332750841409,Netherlands,North Holland
7.946947034569871,Netherlands,South Holland
9.491330150535514,Netherlands,East Flanders
,Belgium,Hainaut
8.25390658956279,Netherlands,Hainaut
9.992144256573953,Germany,Nordrhein-Westfalen
8.745521848377257,Netherlands,South Holland
7.388727535788035,Germany,Hainaut
6.617889045343693,Netherlands,Utrecht
9.084695436091526,Netherlands,Utrecht
8.22242556766263,Germany,Nordrhein-Westfalen
9.17305322577425,Netherlands,Utrecht
7.510982008872472,Netherlands,Bavaria
8.719163799287676,Netherlands,North Brabant
8.027086185407086,Netherlands,Bavaria
7.14853602224122,Germany,West Flanders
7.917011186066181,Netherlands,North Brabant
2.9547481235313677,Netherlands,North Brabant
9.47655377302886,Netherlands,Gelderland
10.097723784394669,Netherlands,Bavaria
6.387124387227495,Netherlands,Utrecht
,Netherlands,Gelderland
8.928490817707043,Netherlands,North Brabant
7.145370660932837,Netherlands,North Holland
8.721696340703506,Netherlands,Liege
7.921213488027881,Netherlands,Gelderland
9.001026534984474,Netherlands,Utrecht
10.608655307158289,Germany,Liege
9.378840633209698,Netherlands,North Rhine-Westphalia
7.01056315719568,Germany,Nordrhein-Westfalen
8.702747297517059,Netherlands,East Flanders
8.216066198753635,Germany,Hesse
9.664452486409326,Germany,Nordrhein-Westfalen
9.267549781567318,Netherlands,Hainaut
8.573003260045274,Netherlands,Antwerp
8.56692525637731,Netherlands,Utrecht
8.00378938833609,Netherlands,North Holland
7.385798112362563,Netherlands,North Brabant
6.379801131729991,Netherlands,Utrecht
6.635067931239581,Netherlands,North Holland
9.17232068298931,Netherlands,Utrecht
8.198778477696168,Belgium,Baden-Württemberg
,Netherlands,North Brabant
8.979997156467006,Netherlands,Liege
5.903351669209229,Belgium,West Flanders
7.563560892565208,Netherlands,Gelderland
5.747030754319336,Netherlands,North Brabant
,Netherlands,Gelderland
9.476147107458274,Belgium,East Flanders
8.409988668097695,Netherlands,Gelderland
7.111288420018146,Netherlands,Utrecht
9.049589499989285,Netherlands,South Holland
7.954803072552503,Netherlands,Utrecht
8.158888793389428,Netherlands,Utrecht
9.565980723650693,Netherlands,North Holland
8.188992420878625,Netherlands,North Brabant
9.148423770497184,Netherlands,Utrecht
8.518917924846622,Netherlands,Utrecht
10.043648320533563,Netherlands,Utrecht
9.050204197615797,Belgium,Hesse
10.526093062616852,Netherlands,North Holland
7.994114702941873,Belgium,West Flanders
7.704348986787272,Germany,Hainaut
7.7863193390762175,Netherlands,South Holland
7.085378248113866,Netherlands,Utrecht
7.1830386706801335,Netherlands,Gelderland
7.972283475281525,Netherlands,Utrecht
7.322240668172075,Netherlands,Gelderland
8.964285437303744,Netherlands,North Rhine-Westphalia
7.176860981546279,Netherlands,Bavaria
4.387455006191266,Netherlands,Saxony
7.225909508170145,Belgium,Bavaria
6.740087749798061,Netherlands,South Holland
9.216885920456123,Netherlands,Utrecht
9.196508974091302,Netherlands,Bavaria
6.774737603699358,Belgium,Antwerp
8.474812166194358,Netherlands,North Holland
8.703828818151615,Netherlands,South Holland
6.355063339583686,Netherlands,Gelderland
9.843931295879605,Germany,Saxony
8.493877751624323,Netherlands,North Brabant
6.317913850584209,Netherlands,Gelderland
9.473267399943,Netherlands,North Holland
7.798776750529257,Netherlands,East Flanders
,Netherlands,North Holland
9.818092064089887,Netherlands,North Holland
7.61540344785194,Netherlands,Gelderland
8.891081461348552,Netherlands,North Brabant
8.899549080075618,Germany,Hesse
7.2548829315005,Netherlands,North Holland
6.7715047884188175,Netherlands,Gelderland
7.49933852117284,Netherlands,South Holland
10.391382967329104,Netherlands,Utrecht
9.060476919825057,Netherlands,Hesse
6.955256509970389,Netherlands,Baden-Württemberg
6.89199687286094,Germany,Liege
,Netherlands,North Brabant
9.956636339839752,Netherlands,Saxony
8.290339957276096,Netherlands,Bavaria
7.079145381099693,Netherlands,South Holland
9.258357386916172,Netherlands,Antwerp
8.045342568358276,Netherlands,South Holland
11.758999236889586,Belgium,North Rhine-Westphalia
9.326104218119625,Germany,West Flanders
7.124572131440107,Netherlands,North Brabant
7.811160188282042,Netherlands,Gelderland
6.4269753803271925,Netherlands,Saxony
8.672184112614689,Netherlands,North Holland
8.370589871725974,Netherlands,Gelderland
6.075072629338194,Netherlands,North Brabant
8.966246946358444,Belgium,Saxony
8.486393435127354,Netherlands,South Holland
7.464142463738438,Netherlands,South Holland
10.650835032609846,Netherlands,South Holland
9.848891969105376,Netherlands,Baden-Württemberg
9.789900152955775,Germany,Liege
8.062714724637608,Netherlands,Hesse
8.047508286364563,Netherlands,North Brabant
8.916800094107966,Belgium,East Flanders
8.958077614893465,Netherlands,East Flanders
7.504014320984205,Netherlands,South Holland
5.866652140797722,Netherlands,West Flanders
7.67296043634038,Netherlands,North Brabant
14.892118685493497,Netherlands,Hainaut
5.665048251373125,Netherlands,West Flanders
7.004249746465049,Netherlands,Hainaut
7.469154100901737,Germany,Hainaut
8.050156783165969,Netherlands,Gelderland
8.546332532956079,Netherlands,Utrecht
9.140273646595524,Netherlands,North Holland
8.720819007095594,Germany,West Flanders
8.563217418090177,Netherlands,North Holland
10.051843596709585,Netherlands,South Holland
7.547154484599982,Germany,Antwerp
9.320667387887552,Netherlands,North Holland
7.939042919369101,Germany,Hainaut
7.878940663523483,Netherlands,North Brabant
5.756386752439941,Netherlands,Bavaria
7.373718220240501,Netherlands,North Holland
8.924608648190151,Netherlands,North Holland
6.78646876972667,Netherlands,Bavaria
6.458545209142999,Netherlands,South Holland
8.982116042153057,Netherlands,North Holland
7.832188718304375,Netherlands,South Holland
9.912647936897358,Netherlands,Utrecht
9.684431893606606,Netherlands,Hainaut
9.845495795946738,Belgium,Saxony
9.86947747555046,Netherlands,Antwerp
6.248460124214486,Germany,Nordrhein-Westfalen
8.67857998198613,Netherlands,North Holland
7.682559675261517,Netherlands,Utrecht
8.734525604783705,Netherlands,West Flanders
9.512737735385704,Netherlands,South Holland
10.242658052017608,Netherlands,South Holland
6.8417656375092815,Netherlands,North Holland
8.165533508910189,Netherlands,Antwerp
9.23179815583704,Netherlands,South Holland
8.853858512973131,Netherlands,South Holland
6.594498179695263,Netherlands,Hesse
7.071655414013705,Netherlands,Utrecht
7.774796429454856,Netherlands,Hesse
8.104475973542872,Netherlands,North Brabant
,Netherlands,Gelderland
8.202988314782708,Netherlands,Utrecht
9.245279872543822,Netherlands,North Holland
8.626642013406988,Netherlands,Gelderland
,Netherlands,Gelderland
9.55360004138849,Netherlands,North Holland
9.544011123673622,Germany,West Flanders
9.026983094178057,Netherlands,Gelderland
9.67611222842316,Netherlands,South Holland
8.501341441133617,Netherlands,North Holland
8.28554531454906,Netherlands,South Holland
8.690375710661154,Netherlands,Saxony
9.211886798644011,Netherlands,Utrecht
7.784668163989487,Germany,East Flanders
,Netherlands,North Brabant
8.875280534554777,Germany,Bavaria
9.07511957605758,Netherlands,Bavaria
4.322046792466392,Netherlands,Antwerp
7.7935140353214365,Belgium,West Flanders
8.522406701638584,Belgium,Antwerp
8.239612864954012,Germany,Saxony
8.473221160541591,Belgium,Baden-Württemberg
9.024624100868582,Netherlands,North Brabant
6.860420775967359,Netherlands,North Holland
9.558677316737588,Netherlands,Gelderland
8.230412274987273,Netherlands,Utrecht
9.30044990558126,Netherlands,Gelderland
8.748942079856997,Netherlands,South Holland
9.105572119625586,Belgium,Hesse
8.449105306204396,Germany,East Flanders
7.6949496068505585,Netherlands,South Holland
9.508641967105415,Netherlands,Gelderland
8.285957791888272,Netherlands,North Holland
6.10599297704263,Belgium,Saxony
7.672077826252031,Netherlands,Liege
8.468133645233701,Germany,Nordrhein-Westfalen
9.38826217106807,Belgium,West Flanders
8.41166301197962,Netherlands,North Brabant
7.752069594793009,Netherlands,North Holland
7.912772504400506,Netherlands,North Holland
8.682896303365569,Germany,Nordrhein-Westfalen
8.770449360984916,Netherlands,Saxony
9.21917040386607,Germany,Liege
6.586765999325301,Netherlands,Utrecht
9.961675604846285,Netherlands,South Holland
7.117010257696732,Netherlands,North Holland
8.130035443199104,Netherlands,Utrecht
10.41880239319923,Netherlands,South Holland
9.425991433725049,Belgium,West Flanders
8.928093331473555,Netherlands,Utrecht
9.060271878553788,Netherlands,Utrecht
8.1274580291451,Netherlands,South Holland
7.727344398160252,Netherlands,North Holland
9.919658663688743,Germany,Liege
9.349745475705728,Netherlands,North Holland
9.32824145521666,Netherlands,East Flanders
9.511452304311394,Netherlands,South Holland
6.724870298760959,Netherlands,Utrecht
9.336304223666035,Netherlands,North Brabant
8.560809994684334,Netherlands,North Brabant
7.517071211304157,Germany,North Rhine-Westphalia
10.321349140874814,Netherlands,Gelderland
9.842439430906438,Germany,North Rhine-Westphalia
7.357672963972611,Netherlands,North Rhine-Westphalia
6.340712309550144,Netherlands,Utrecht
8.713919782222337,Netherlands,North Brabant
9.820975660936362,Netherlands,Baden-Württemberg
6.631103601942358,Netherlands,Utrecht
,Germany,East Flanders
9.990576290771248,Netherlands,Baden-Württemberg
9.156145908428416,Belgium,Saxony
10.877467225397767,Netherlands,South Holland
,Netherlands,Utrecht
8.62915139306942,Netherlands,North Holland
6.080626783729754,Netherlands,North Brabant
6.211892109144008,Netherlands,North Holland
6.91428100065664,Netherlands,North Brabant
8.905858506422412,Netherlands,Baden-Württemberg
9.917727697567424,Netherlands,Gelderland
10.990666611150395,Netherlands,Bavaria
9.648053671797785,Netherlands,North Rhine-Westphalia
10.014129816772954,Germany,Saxony
4.823549613372804,Belgium,Liege
11.506289123506605,Netherlands,South Holland
8.39244072093274,Netherlands,Antwerp
8.495221559408943,Netherlands,South Holland
8.618953373830822,Netherlands,North Brabant
4.832629061022008,Netherlands,South Holland
5.928023535466757,Netherlands,Utrecht
8.409869765913543,Netherlands,North Holland
8.521323733610346,Netherlands,Gelderland
9.09984743645872,Netherlands,South Holland
8.71365772835791,Netherlands,South Holland
8.37805289597999,Netherlands,East Flanders
7.70202898475418,Netherlands,Gelderland
9.66673035114402,Netherlands,North Brabant
6.809161919471216,Netherlands,North Holland
8.934305175964079,Netherlands,Gelderland
8.797819919609644,Netherlands,North Holland
7.744890850091183,Netherlands,North Brabant
9.822250186911528,Netherlands,Gelderland
7.216642497974058,Netherlands,Utrecht
8.285220803814232,Netherlands,Gelderland
6.655700296264968,Netherlands,Antwerp
8.526028780502791,Netherlands,North Brabant
8.087550183626698,Netherlands,Gelderland
9.162033366453114,Belgium,Hesse
9.218079429806092,Netherlands,South Holland
